"Job Name","Working Title","Location","Organization Name","Department Description","Brief Description","Detailed Description","Job Requirements","Additional Details","How To Apply","Link"
"IRC7093","RN","","7th Floor","","High School Diploma required.Â Current licensure as a registered nurse with the State of Louisiana required.Â Current BLS Certification CPR-C.Â Advanced certification, if appropriate for area of clinical practice, preferred .","Fulltime","Online at www.lafayettegneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7093&p_spid=7415&oapc=73&oas=SLVZvF7lxI-vscMoFlLvBg.."
"IRC7432","RN Teamleader","","1110 - 2 West","","EDUCATION/TRAINING/EXPERIENCE:
Â
A.Â Â Â Â Â Â Â One (1) year experience required.
B.Â Â Â Â Â Â Â Â Current licensure as a registered nurse in the State of Louisiana.
C.Â Â Â Â Â Â Â Â Experience with role of charge nurse.
D.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Certification preferred.
E.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Preferred Baccalaureate Degree in Nursing, Business, Health Care Administration, or equivalent experience.
F.Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Current CPR certification; advanced certification preferred if appropriate for area of clinical practice.
Â","Fulltime","Online @ www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7432&p_spid=7754&oapc=76&oas=q79RB66ESes2kBEGO2vM7g.."
"IRC7435","Clinical Supervisor - Telemetry","","Telemetry Services - 6th Floor","","Two (2) years clinical experience required. Current licensure as a registered nurse in the State of Louisiana. Current ACLS certification. Experience with role of charge nurse. Professional certification preferred. At lease one (1) year of management experience preferred. Preferred Baccalaureate Degree in Nursing, Business, Health Care Administration, or equivalent experience. Current CPR certification; advanced certification preferred if appropriate for area of clinical practice.","Fulltime","Apply online at www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7435&p_spid=7757&oapc=79&oas=JPsufzFcr6VJX8cgM48A-g.."
"IRC7699","RN","","6th Floor","","EDUCATION/TRAINING/EXPERIENCE:
Current licensure as a Registered Nurse in the State of Louisiana required.
BLS Certification (CPR-C) to be obtained with in 30 days of hire.
Falls Prevention, OSHA &amp; Restraints to be obtained with in 30 days of hire and renewable annually.","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7699&p_spid=8021&oapc=82&oas=UUeU8Fs6yEc33zyzwcdpPw.."
"IRC7069","RN","","7th Floor","","High School Diploma required.Â Current licensure as a registered nurse with the State of Louisiana required.Â Current BLS Certification CPR-C.Â Advanced certification, if appropriate for area of clinical practice, preferred .","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7069&p_spid=7391&oapc=85&oas=kTvtIUudL_HU_2G5Ecm7WQ.."
"IRC7060","RN","","7th Floor","","High School Diploma required.Â Current licensure as a registered nurse with the State of Louisiana required.Â Current BLS Certification CPR-C.Â Advanced certification, if appropriate for area of clinical practice, preferred .","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7060&p_spid=7382&oapc=88&oas=ToEfmMy6r6W23ZsIa9eG6Q.."
"IRC7660","RN/Speciality.2","","NICU","","High School Diploma required.Â Current licensure as a registered nurse with the State of Louisiana required.Â Current BLS Certification CPR-C.Â Advanced certification, if appropriate for area of clinical practice, preferred .Â Three years work experience in area of specialty or five years of hospital work experience required.","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7660&p_spid=7982&oapc=91&oas=hBh95jaS7Qao6J3DyHAkAA.."
"IRC7645","RN","","OB-GYN","","High School Diploma required.Â Current licensure as a registered nurse with the State of Louisiana required.Â 
Current BLS Certification CPR-C.Â Advanced certification, if appropriate for area of clinical practice, preferred .","Fulltime; 7pm-7am","Online at www.lafayettegeneral.com","7PMâ€“7AM","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7645&p_spid=7967&oapc=94&oas=nfZzg5I8RQtl7q4waY8n4Q.."
"IRC6714","RN/Specialty.2","","ICU","","High School Diploma required.Â Current licensure as a registered nurse with the State of Louisiana required.Â Current BLS Certification CPR-C.Â Advanced certification, if appropriate for area of clinical practice, preferred .Â Three years work experience in area of specialty or five years of hospital work experience required.","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=6714&p_spid=7036&oapc=98&oas=4iL1Cc0tlWKhBhVhZcG0rw.."
"IRC7464","RN","","Med/Surg - 9 West","","EDUCATION/TRAINING/EXPERIENCE:
Current licensure as a Registered Nurse in the State of Louisiana required.
BLS Certification (CPR-C) to be obtained with in 30 days of hire.
Falls Prevention, OSHA &amp; Restraints to be obtained with in 30 days of hire and renewable annually.","Fulltime","Online @ www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7464&p_spid=7786&oapc=101&oas=iNhiBs1SYuTFllJ5YxlgRg.."
"IRC7182","Shift Supervisor","","Nursing Administration","","Current licensure as a registered nurse in the State of Louisiana.Â 
Current ACLS Certification.Â 
Prior experience in management or documented capability in charge capacity.","Part-time; 7p - 7a","Online at www.lafayettegeneral.com","7PMâ€“7AM","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7182&p_spid=7504&oapc=104&oas=m1OTtESJYg7uOJY6WZJWlA.."
"IRC7790","RN/Speciality","","ICU","","High School Diploma required.Â Current licensure as a registered nurse with the State of Louisiana required.Â 
Current BLS Certification CPR-C.Â Advanced certification, if appropriate for area of clinical practice, preferred .","Part-time","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7790&p_spid=8112&oapc=107&oas=QiU70BD3qssiM-zZvq0kJQ.."
"IRC7634","RN","","6th Floor","","EDUCATION/TRAINING/EXPERIENCE:
Current licensure as a Registered Nurse in the State of Louisiana required.
BLS Certification (CPR-C) to be obtained with in 30 days of hire.
Falls Prevention, OSHA &amp; Restraints to be obtained with in 30 days of hire and renewable annually.","Fulltime","Online at www.lafayettegeneral.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=7634&p_spid=7956&oapc=110&oas=giWZk6AP924aZEaBamOyDA.."
"IRC6386","RN/Speciality","","ICU","","High School Diploma required.Â Current licensure as a registered nurse with the State of Louisiana required.Â 
Current BLS Certification CPR-C.Â Advanced certification, if appropriate for area of clinical practice, preferred .","Full time","Online at www.lgmc.com","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=6386&p_spid=6708&oapc=113&oas=PGDfo1iSMsb2U3dQeB7A4g.."
"IRC6554","Nurse Practitioner - NICU","","NICU","","EDucation/Training/Experience:
• Current Louisiana RN and Advanced Practice Nurse (APRN) licensure
• CurrentÂ or application for Louisiana Prescriptive Authority
• Masterâ€™s Degree in Nursing with specialization in Neonatal Nurse Practitioner 
• Certification by a national certifying organization, National Credentialing Center (NCC) with renewal every three (3) years as required by certifying body.
• Current BLS and NRP certification.","Fulltime
Requires Louisiana Board Certified NNP with a minimum of 1 year experience and a minimum of 5 years experience as a Level III NICU nurse.","Apply online @ www.lafayettegeneral.com
Â","Other","","http://irecruit.lgmc.com/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=1960293339&retainAM=N&addBreadCrumb=RP&p_svid=6554&p_spid=6876&oapc=116&oas=S1EbMPY061oqRhWjGM8KgQ.."
