"Job Name","Working Title","Location","Organization Name","Department Description","Brief Description","Detailed Description","Job Requirements","Additional Details","How To Apply","Link"
"IRC78566","Director, System Signal and Power Integrity","San Jose, CA, US","FPGA Development","ï A well-rounded design lead with experience in design, signal integrity, power integrity and debugging critical issues in system design
ï Manage cross functional teams to oversee designs in various technologies including device, package and board
ï Mentor a small team to deliver exceptional results for both high performance and high volume platforms","BS/MS in Computer Science and Electrical Engineering with 10+ years of experience
- Skilled in: SPICE simulation, field solvers and electromagnetic extraction tools, coding of mathematical models, scripting and data structure design
- Experience analyzing raw measured and/or simulated data to determine underlying mechanisms a plus","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78566&p_spid=3729026&oapc=36&oas=Ufkh64bFvHS3TTuFwfT__Q.."
"IRC78593","Customer Operations Business Analyst","Singapore,SG","WW Customer Operations","The Customer Operations Business Analyst will primarily be responsible for requirements definition, design, and testing of small to medium sized system enhancement and process improvement projects. This position will also provide data analysis for management decision making and perform other related staff work as assigned.
Key to success in this role will be the candidateís ability to thoroughly define business requirements and then work with IT to design solutions for them. The ideal candidate will also be able to perform detailed data analysis and summarize their findings/recommendations for a management level audience. Also critical in this role will be the ability to work across all levels and geographies in the organization.","Skills
ï Proficient with project business case definition.
ï Proficient with requirements gathering, validation and verification tools/techniques.
ï Thorough understanding of project management concepts.
ï Understanding of ERP systems functionality with in-depth knowledge of OM module (Oracle R12 preferred).
ï Understanding of supply chain concepts/processes.
ï Familiarity with data warehousing and reporting tools (Oracle Discoverer, SQL, etc.).
ï MS Excel proficient.
ï MS PowerPoint proficient.
ï Familiar with MS Project.
Experience
ï 3-5 years in a supply chain systems environment including planning and/or order management.
ï Demonstrated ability to complete a business case, gather and document requirements, document design solutions and verify requirements through test plans.
ï Demonstrated project management skills.
ï Demonstrated analysis and problem solving skills.","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78593&p_spid=3731013&oapc=39&oas=N6xcBhcbmz3pAjoF0EYYjQ.."
"IRC78442","Engineering Lab Technician","San Jose, CA, US","PPD Silicon Validation","Responsible for setting up and maintaining multiple engineering labs, including assisting engineers with appropriate equipment selection and setup and managing equipment maintenance, repair, and calibration. 
Additional responsibilities include board repair and modification, test data collection, and test automation.","AA degree in Engineering Technology or equivalent and 4+ years working in an engineering environment.
Strong organizational and teamwork skills to manage multiple labs supporting a wide variety of engineering functions.
Experience working with a variety of bench test equipment, including power supplies, oscilloscopes, clock/data generators, and such. 
Experience building an effective setup to collect AC/DC characterization and functional data.
Experience with GPIB instrument control for test automation. 
Experience with Perl, LabVIEW, and VisualBASIC for test automation and data analysis is desirable.
Skilled at board repair and modification, including debug and soldering.","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.
Applicant must be a 'US person' under Department of Commerce rules: must have U.S. Citizenship, permanent legal residency in the U.S. (i.e., a Green Card) or who be a protected individual (i.e. under asylum or refugee status).","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78442&p_spid=3724022&oapc=42&oas=7uiPEgb8nM5OP57qVEjzKw.."
"IRC76533","Senior Verification automation Engineer","Hyderabad,IN","PS VERIFICATION INFRASTRUCTURE","Xilinx has a position for Senior automation and flow engineer. The candidate for this position will implement simulation automation environment. 
He/She will develop cad/automation flows and SW build/regression infrastructure. Successful candidate will have proficiency in developing advanced verification automation and regression flows. 
The candidate will have an opportunity to help create reusable verification environments to be used across multiple projects.
The role involves automating flows including
ï Developing and implementing simulation automation and debug flows 
ï Developing functional coverage and coverage analysis environments/flows
ï Writing tools and scripts in Perl/php and other scripting languages to enhance the verification process
ï Work with Testlink and mySQL databases. Work with webservers","ï BS/MS in Computer Engineering, SW Engineering or equivalent field. 
ï Strong Software programming background. Experience with continous build environemnts, Testlink and webserver application development. 
ï Programming skill and experience in one or more of C, C++ and Perl/PHP/Python. 
ï Comfort with a diversity of programming environments and tools. Experience with Oriented Programming (OOP) techniques. 
ï Programming skills in Verilog and hardware verification languages. 
ï Some knowledge of Hardware verification and implementing verification tools and flows.","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=76533&p_spid=3627013&oapc=45&oas=h2-oXuxqVYwxajn-HoJmgQ.."
"IRC78553","Software Engineer 2","Hyderabad,IN","XHD ADVS","ï Will be responsible for testing and verifying complete Xilinx product offering from a system perspective with focus on power
ï Contribute technical expertise towards building a world class team focused on hardware testing
ï Develop Test plans and Test suites focused on ensuring Xilinx products quality with focus on device programming. Come up with innovative techniques to uncover critical defects in tools, IPs and silicon
ï Work closely with your manager and cross site team(s) to understand the requirements and deliverables
ï Working in collaboration with development teams in remote global sites
ï Responsible for test execution, debugging and results analysis, reporting failures, problem recreation and verification of the fixes
ï Develop verification methodologies for efficient testing, focused towards finding critical defects in a timely manner in the most cost-effective way","ï Self driven, motivated, results oriented individual with superior academic achievements
ï Excellent communication skill for working remotely with global team
ï BS in EE or equivalent with 6 years of experience (or MS in EE with 4 years experience)
ï 3+ years experience in FPGA design and debug on hardware
ï Strong understanding of FPGA software flow, JTAG and FPGA programming techniques (preferably using iMPACT)
ï Good knowledge in PERL. Proficient in Tcl and C-Shell","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78553&p_spid=3729013&oapc=48&oas=VI9wJtygNWHRlHS3n3Hp2Q.."
"IRC78433","Active Directory Systems Administrator","Longmont, CO, US","Information Technology","High tech company seeking Active Directory System Administrator to redesign, document and implement GPOs (Group policy objects) and permissions structure within existing Active Directory 2008 environment.","ï Experience and solid understanding both technically and functionally of Group Policy and Security Permissions in a Windows 2008 Active Directory environment
ï Powershell and/or other Windows scripting skills and familiarity with Windows LDP tool
ï Knowledgeable in other products and platforms such as Unix, Linux preferred
ï Is a Subject Matter Expert (SME); Active Directory, Windows 2003/2008 Servers, etc
ï Security management, including Group Policy Objects
ï Strong Security focus: Group Policy and Active Directory permissions
ï Possess the ability to comb over the infrastructure and 'find the holes'
ï Must have a solid background in scalability design using best practices
ï Need to have strong written and oral communication skills to effectively communicate to technical and non-technical end users regarding requirements and business issues.
ï This individual needs to be able to operate independently and be flexible in accommodating requirements
ï Must demonstrate strong problem solving and troubleshooting skills in enterprise level environments, and utilize process thinking to troubleshoot and resolve issues
ï Able to work quickly and effectively in a fast paced environment","Xilinx Inc. is an Equal Employment Opportunity, Affirmative Action Employer that complies with all US federal and state laws regarding non-discrimination.
THIS IS A TEMPORARY JOB VACANCY","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78433&p_spid=3724013&oapc=51&oas=KfGCUmvyKFaYLApWKgeVHA.."
"IRC78273","Meeting &amp; Event Services Specialist","San Jose, CA, US","Collaboration Services","Xilinx is seeking a meeting/event support specialist responsible for coordination and delivery of small to large (multiple site) meetings and events. The successful candidate is not only highly technical and confident in meeting/event technology (such as WebEx, Audio and Video conferencing) but able to work in front of large audiences and/or high level executives and employees. The candidate is able to work calmly and solve problems in front of high pressure circumstances.","ß BS Degree in Computing Science or equivalent
ß Must be extremely organized, able to coordinate events, and have flexible hours (early start or late start / evening meetings)
ß 1+ years of technical hands-on experience in supporting collaborative/corporate events (meetings, events, conferences)
ß 3+ years of professional experience in IT, desktop support experience a plus
ß Excellent customer service, communication, verbal and written skills essential
ß AV knowledge (camera, video, and audio systems)
ß Knowledge in Polycom and Tandberg end-points a major plus
ß Advanced Cisco WebEx/MS LiveMeeting/Adobe Connect (or equivalent) experience
ß Ability to document issues and effectively communicate best practices and solutions","Xilinx Inc. is an Equal Employment Opportunity, Affirmative Action Employer that complies with all US federal and state laws regarding non-discrimination.
THIS IS A TEMPORARY JOB VACANCY","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78273&p_spid=3716013&oapc=54&oas=9rG7I1zdet7k_seZQBkJAg.."
"IRC77473","Manufacturing and Hardware Development Engineering Intern","San Jose, CA, US","5100-ATE HARDWARE DEVELOPMENT","Candidate will be performing a wide range of tasks from automating Checksum test program generation, to hand-testing parts on an O/S tester, to participating in loadboard design and verification, CAD simulations, scripting and trend analysis of raw measurement data.","BS Degree/Major in CS/EE or equivalent. Verilog, C/C++, Perl scripting, shell scripting, and simulation tools such as Solid Works. Experience with Logic Analyzer, oscilloscope, function/timing generators, and multimeters. PCB design for high bandwidth applications is desirable, as well as familiarity with Xilinx FPGA architecture, but not necessary.","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=77473&p_spid=3675013&oapc=57&oas=75yi9qWcWfWiWJIg5WT5zA.."
"IRC78454","Software Engineer","San Jose, CA, US","QNG Automation Tools","∑ Member of software team that delivers an enterprise web-based productivity intranet software application serving the Product, Test, Yield and Characterization engineering communities.
∑ This team is also responsible for maintaining the application infrastructure, including MySQL database administration, server configuration, and application uptime.
∑ Will work in development, maintenance, and on-going support of that LAMP (Linux Apache MySQL PHP) application as well as working on the associated processes that collect and load data into the MySQL database.","∑ BS Computer Science/Computer Engineering or BSEE with demonstrated and appropriate software skills.
∑ Minimum three yearís software development with experience on Linux/Unix operating systems.
∑ Proven results in Web applications implemented with AJAX and database application development, including experience using a PHP Framework.
∑ JavaScript implementation through a framework, Jquery most desired.
∑ Working knowledge of these Programming Languages: SQL, php or PERL, JavaScript, Linux shell scripting. Similar programming experience may be substituted.","Xilinx Inc. is an Equal Employment Opportunity, Affirmative Action Employer that complies with all US federal and state laws regarding non-discrimination.
THIS IS A TEMPORARY JOB VACANCY","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78454&p_spid=3725014&oapc=60&oas=bt1zxgrFWm3UDQ3E7stQRg.."
"IRC78533","Director, Trade Compliance","San Jose, CA, US","Operations","The position has global responsibility for Trade Compliance at Xilinx. 
∑ Manage all aspects of import and export trade compliance; ensure coordination and consistent application of policies globally
∑ Ensure compliance with all government import and export regulations; maintain smooth flow of goods into Xilinx from our suppliers and out of Xilinx to our customers
∑ Obtain and maintain required import and export certifications and approvals from government agencies
The position has direct management of a team of 6 in the US, along with dotted line responsibility for compliance professionals in Singapore and Ireland.","Excellent communication skills
Ability to work effectively and drive results throughout all levels of the organization
Strong leadership, organization, and project management skills
Expertise with Export and Customs regulations: Export areas include ITAR, EAR, deemed exports, data classification and trade compliance systems. Customs areas include classification, valuation, country of origin, C-TPAT, and ISA
Familiarity with Trade Compliance best practices and tools
Experience managing a global Trade Compliance organization
Knowledge of semiconductor industry sales and marketing business practices and knowledge of semiconductor technology, manufacturing, and supply chain operations
Education: BSEE is a plus, but not required
Experience: 10+ years of trade compliance experience with progressively larger scope","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78533&p_spid=3728013&oapc=63&oas=4ygws7iuArWnGNdJYlxSeA.."
"IRC77136","Senior Staff IP Verification Engineer","San Jose, CA, US","IP Solutions","Job Responsibilities: 
---------------------
-Candidate will be responsible for testing and verifying Xilinx IP cores that are complex, highly parameterized, and optimized for FPGAs. 
-Candidate will contribute to the architecture, specification, planning, and validation aspects of their IP projects.
-Additional roles can include the evaluation, testing, and adoption of new tools, design processes, and IP products.
-Develop methodologies for efficiently testing highly parameterizeable designs in simulation and in physical hardware 
-Create test-benches to exercise high performance systems under heavy DMA, processor, and network traffic loads 
-Interface with design, support, and software tool organizations to help ensure a high quality product is delivered on-time
-Work within a global community of verification engineers to propose and adopt best practices of IP verification and develop new verification IP","Required:
-MSEE (or higher) with 10 years experience.
-Working experience in Verilog and SystemVerilog simulation and verification using industry standard tools such as Questa/ModelSim
-Experience with OVM, advanced verification methodologies, and objected oriented programming paradigms
-Knowledge of unix/linux environment and scripting languages such as TCL, PERL, Python, PHP, etc
-Excellent written and verbal communication skills, ability to write technical documentation and give presentations 
-Candidate should have a history demonstrating creative/innovative approaches to solving problems and be motivated to work on leading edge products 
Desired:
-Experience designing, architecting, debugging, or analyzing systems that contain Memory Controllers, Microprocessors, and on-chip IP interface standards such as AMBA/AXI, Coreconnect, or OCP
-Experience with formal verification or assertion based verification 
-Ability to design in VHDL and Verilog 
-Experience with board level and FPGA level debug
-Ability to write test and diagnostic programs in C/C++ running on embedded processors
-Experience with FPGA technologies, Xilinx tools, and Xilinx silicon products","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=77136&p_spid=3659016&oapc=67&oas=Uk_0IP1ZEtsF887j5vuefg.."
"IRC78498","Silicon Applications Engineer","San Jose, CA, US","Silicon Applications","Seeking FPGA applications engineer who can problem-solve customer issues, construct FPGA designs to enable and verify FPGA functions, and write user-friendly documentation. The applications engineerís role is to listen to customer requirements, cooperatively construct usable solutions, specify corresponding solution requirements for silicon and software, verify system functionality, enable customer use of features through sample designs and documentation. Areas of responsibility can include FPGA configuration, flash memory programming, FPGA logic design, block RAM usage, and/or digital signal processing block usage.","Must have excellent communication and writing skills. Requires basic knowledge of lab equipment and digital circuit design including VHDL or Verilog coding skills. Knowledge of Xilinx FPGAs and design tools are a plus. BSEE/CE or equivalent is desired.","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78498&p_spid=3726018&oapc=70&oas=GXRiaHKH-rMtRnNeNK8b7Q.."
"IRC78518","Sr. Staff Process Device Engineer","San Jose, CA, US","Foundry Technology Development","1. The candidate will work with internal teams and foundry in handling advanced CMOS technology node (28nm and beyond) development, characterization and definition.
 2. The candidate will support internal teams in V7 (28nm) product debug and ram up.
 3. The candidate will support stacked device technology development with foundry.","1. M.S. required, PH.D preferred
 2. Major in Electrical Engineering or related filed
 3. Background knowledge in advanced CMOS process and/or device technology preferred.
 4. Prefer 5+ years experiences in foundry interface.","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78518&p_spid=3727018&oapc=73&oas=7oCTkUxP8SpUbC7vsV2YHA.."
"IRC78476","Engineering Assistant","Singapore,SG","XAP Product and Test Engineering Department","Virtex6 Re-Design Loadboard Qualification on Advantest T2K ATE 
Objective : Qualify new Re-design loadboards with release of new LJC16 Low Jitter Card Module
Background : Virtex 6 LXT devices are tested on T2K ATE using 2GDM ( 2G Digital Module). For improve jitter performance, Virtex 6 loadboards are redesign to migrate to LJC16 Module to improve test stability for MGT. ( Multi Gigabit Transcevier )
Candidate will need to perform following tasks :
- Under Basic of testing of FBGA on Automatic Test Equipment - Advantest T2K
- Learn the different types of critical DC and AC test parameters in semi-conductor testing
- Learn how to use ATE to test FBGA and collect datalogs
- Collect baseline qualification data for origin test loadboards
- Collect critical DA and AC datalogs and shmoo using new re-design loadboards.
- Analysis baseline and new data to establish correlation of new design loadboards.
- Fianl report on correlation results and lessons learn in the project.
- Project is expected to last 8weeks to 10 weeks.","Understand basic electronic theory, example : ohms law, power, AC/DC
- student will be closely coached and mentored by Xilinx Engineer with clear objective of task assigned to complete the project successfully within timeline.
- Good in written and spoken English
- willing to learn and take challenges
- independant and able to work with minimum supervision.
- have interest in data analysis and problem solving.
- able to work in manufacturing/factory environment ( when collecting data and performing experiment )","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78476&p_spid=3725018&oapc=76&oas=VCtj-p_1KMzEa651vnjjag.."
"IRC78521","Software Engineer","Hyderabad,IN","IP Tools &amp; Software","Xilinx Platform Studio is part of the award winning Embedded Development Kit (EDK) tool, used for developing embedded Systems on Xilinx FPGAs. The candidate will have the opportunity to work with a global development team, working on various areas of EDK Tool development and verification. 
Specific job responsibilities include ñ
ï Work on next generation of software solutions
ï Collaborate with other teams on development aspects of the tool.
ï Maintain the current code base and ensure high quality for the various tools
ï Integrate and facilitate seamless design migration of embedded designs to and from EDK to Project Navigator, PlanAhead and CoreGen.","∑ Required
o B.E/M.E/M.Tech or B.S/M.S in CS/EE with 3-5+ years of relevant experience
o Experience of working with small to medium piece of software code required
o Experience with C++ required
o Experience with EDA Tools required
∑ Preferred
o Knowledge of Verilog and VHDL languages
o Knowledge of simulation flows, synthesis flows and SoC design concepts
Knowledge of XML and associated tools preferred","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78521&p_spid=3727021&oapc=79&oas=GAgdeoRywLu2J2OG6sQomg.."
"IRC78519","Software Engineer","Hyderabad,IN","IP Tools &amp; Software","Xilinx Platform Studio is part of the award winning Embedded Development Kit (EDK) tool, used for developing embedded Systems on Xilinx FPGAs. The candidate will have the opportunity to work with a global development team, working on various areas of EDK Tool development and verification. 
Specific job responsibilities include ñ
∑ Work on next generation of software solutions.
∑ Collaborate with other teams on development aspects of the tool.
∑ Maintain the current code base and ensure high quality for the various tools
∑ Integrate and facilitate seamless design migration of embedded designs to and from EDK to PlanAhead, Project Navigator and CoreGen.","∑ Required
o B.E/M.E/M.Tech or B.S/M.S in CS/EE with 1-2 years of relevant experience
o Experience of working small to medium piece of software code required
o Experience with C++ required
o Experience with EDA Tools required
∑ Preferred
ï Knowledge of simulation flows, synthesis flows and SoC design concepts
ï Knowledge of Verilog and VHDL languages
ï Knowledge of XML and associated tools preferred","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78519&p_spid=3727019&oapc=82&oas=PjMn2FmHRJlVJUG5gzhC7Q.."
"IRC78439","Recruiting Coordinator","Singapore,SG","Human Resources - Singapore","Be a single point of contact for all hiring activity
Place Advertisement
Help hiring manager and recruiter for screening candidates
Arrange interviews 
Track progress of hiring 
Help Recruiter to run offering and closing
Drive imigration process
Make sure pre-on boarding process and orientation","∑ Familiar with Recruiting Process and Local Practice
∑ Strong Communication skills
∑ Vendor management skills
∑ Strong project management skills
∑ Proficient in MS Office applications
∑ Ability to multi-task in a fast paced environment, to work under time pressure and adaptable to a changing environment
∑ Driven, keen to learn, process-&amp;-systems driven
∑ Candidates with Oracle/SAP HR preferred","Applicants are treated throughout the employment process without regard to race, color, religion, national origin, citizenship, age, sex, marital status, ancestry, physical or mental disability, veteran status or sexual orientation. The information requested here is not gathered for employment decisions. It is used only for compliance with Federal laws. Your responses are strictly voluntary, and any information provided will remain confidential. If you choose not to 'self-identify', you will not be subject to any adverse treatment.","","","","https://xapps9.xilinx.com/irec_prod/OA_HTML/OA.jsp?akRegionCode=IRC_VIS_VAC_DISPLAY_PAGE&akRegionApplicationId=800&OASF=IRC_VIS_VAC_DISPLAY&OAHP=IRC_EXT_SITE_VISITOR_APPL&transactionid=779601927&retainAM=N&addBreadCrumb=RP&p_svid=78439&p_spid=3724019&oapc=85&oas=xiBzsIl7s2gcj9WyrFsAzg.."
