"Job Name,""Working";"Title"",""Location"",""Organization";"Name"",""Department";"Description"",""Brief";"Description"",""Detailed";"Description"",""Job";"Requirements"",""Additional";"Details"",""How";"To";"Apply"",""Link""";;;;;;;;;
"IRC36265...,""Senior";"Manager";"of";"Software";"Engineering";"for";"E*TRADE"",""Arlington,";"VA,";"US"",""0001";5049;"Banking";"Operations";0;"Tech"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36265&p_spid=410565&oapc=46&oas=kGCVLBS0Pn76gzXkIfU3Gw..""";;;;;
"IRC36323...,""Brokerage";"Audit";"Manager"",""Jersey";"City,";"NJ,";"US"",""0001";3305;"Internal";"Audit";0;"Corp"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36323&p_spid=413563&oapc=49&oas=Ecrvjnf4ZA12FlsoneYzKA..""";;;;;;;;
"IRC36363...,""Corporate";"Services";"Operations,";"Supervisor"",""Jersey";"City,";"NJ,";"US"",""1056";2200;"Global";"Trading";"Operations";0;"Shared";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36363&p_spid=413567&oapc=52&oas=e3KDjY-DZh-E6GDeLcJCCw..""";;;;;
"IRC36625...,""Branch";"Manager"",""Chicago,";"IL,";"US"",""0013";4024;"E*Trade";"Center";0;"0103"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36625&p_spid=421566&oapc=55&oas=GfVFdSbvLaZ-2OhntsXiFQ..""";;;;;;;;;;
"IRC36763...,""Branch";"Manager"",""Boston,";"MA,";"US"",""0013";4024;"E*Trade";"Center";0;"0103"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36763&p_spid=425563&oapc=58&oas=b6vxNAdl3zYRuHPbFsWCQA..""";;;;;;;;;;
"IRC36783...,""Senior";"Staff,";"Systems";"Engineering"",""Menlo";"Park,";"CA,";"US"",""0001";2012;"System";"Engineering";0;"Shared";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36783&p_spid=426563&oapc=61&oas=PGfDqL2C_IWyiJO2wWSNXg..""";;;;;;
"IRC36269...,""IRC36269,";"Senior";"Principal,";"Software";"Engineering"",""Menlo";"Park,";"CA,";"US"",""0001";5008;"Trading";"Systems";0;"Tech"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36269&p_spid=410569&oapc=64&oas=Ga1yYxW7E0Y3ly_7vP5epQ..""";;;;;;
"IRC36543...,""Marketing";"Manager";"(Web";"Analytics)"",""New";"York,";"NY,";"US"",""0001";4051;"Site";"Marketing";0;"Central";"Admin"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36543&p_spid=420563&oapc=68&oas=nfZwH6QUuLFxyyaO_NiwvQ..""";;;;;;
"IRC35365...,""Senior";"DBA";0;"SQL";"Server";"2008"",""Alpharetta,";"GA,";"US"",""0001";2009;"Data";"Service";"Infrastructure";0;"Tech"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=35365&p_spid=378568&oapc=71&oas=7ja7zsu5Tl6DmuPF8NKsgA..""";;;;;
"IRC35663...,""Senior";"Staff,";"Software";"Engineering"",""Alpharetta,";"GA,";"US"",""0001";5007;"Enterprise";"Systems";"Development";0;"Tech"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=35663&p_spid=387563&oapc=74&oas=o8pnPJpDOss36kN_lvrX-A..""";;;;;;;
"IRC36671...,""Active";"Trader";"Consultant"",""Sandy,";"UT,";"US"",""0014";4034;"PET";"Active";"Trader";0;"0103"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36671&p_spid=422574&oapc=77&oas=yVpxlJ-WlkIhB1YxAHOEHQ..""";;;;;;;;
"IRC36665...,""Product";"Manager,";"Lending"",""Arlington,";"VA,";"US"",""1010";4047;"Mortgage";"Lending";"Product";"Development";0;"White";"Label";"Mortgage"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36665&p_spid=422568&oapc=80&oas=qbzMHbdCC-DtRAxFn6MPBQ..""";;;;;
"IRC36666...,""Manager,";"Lending";"Customer";"Experience"",""Arlington,";"VA,";"US"",""1010";4047;"Mortgage";"Lending";"Product";"Development";0;"White";"Label";"Mortgage"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36666&p_spid=422569&oapc=83&oas=Hs3AC1WMc3HwedFP3k9Cew..""";;;;
"IRC35564...,""Staff,";"Quality";"Assurance";"Engineer"",""Jersey";"City,";"NJ,";"US"",""0001";5037;"Software";"QA";0;"Shared";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=35564&p_spid=385564&oapc=86&oas=JHM6rQDPFrBYj_JP09gl4A..""";;;;;;
"IRC36525...,""Financial";"Consultant"",""Alpharetta,";"GA,";"US"",""0014";4032;"Relationship";"Management";"Call";"Centers";0;"0103"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36525&p_spid=419565&oapc=89&oas=x9lo_5Yrx7Ee9nyjgD_EeA..""";;;;;;;;
"IRC35563...,""Staff,";"Quality";"Assurance";"Engineer"",""Jersey";"City,";"NJ,";"US"",""0001";5037;"Software";"QA";0;"Shared";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=35563&p_spid=385563&oapc=92&oas=Nx4fisNshpJqsc-gUsbFNA..""";;;;;;
"IRC36065...,""Sr.";"Staff,";"QA";"Engineer"",""Jersey";"City,";"NJ,";"US"",""0001";5037;"Software";"QA";0;"Shared";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36065&p_spid=404565&oapc=95&oas=DBr8JyNnfTLEJdD8jpGo-A..""";;;;;;
"IRC36505...,""Financial";"Consultant"",""Houston,";"TX,";"US"",""0013";4024;"E*Trade";"Center";0;"0103"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36505&p_spid=417569&oapc=99&oas=T_5uqGS0JPHqemlyInQQww..""";;;;;;;;;;
"IRC36463...,""Fraud";"Operations";"Analyst"",""Alpharetta,";"GA,";"US"",""0001";2351;"Corporate";0;"COS";0;"Shared";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36463&p_spid=417563&oapc=102&oas=oS6ylA-Kld-3yuoPoTpVsA..""";;;;;;;
"IRC35743...,""Senior";"Staff,";"QA";"Engineer"",""Jersey";"City,";"NJ,";"US"",""0001";5037;"Software";"QA";0;"Shared";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=35743&p_spid=392563&oapc=105&oas=20ARCnBC-xnRqsJPlV15TQ..""";;;;;;
"IRC35674...,""Senior";"Staff,";"QA";"Engineer"",""Menlo";"Park,";"CA,";"US"",""0001";5037;"Software";"QA";0;"Shared";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=35674&p_spid=389570&oapc=108&oas=7_m_2izVLFA9luFJDYsOdQ..""";;;;;;
"IRC35673...,""Senior";"Staff,";"QA";"Engineer"",""Menlo";"Park,";"CA,";"US"",""0001";5037;"Software";"QA";0;"Shared";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=35673&p_spid=389569&oapc=111&oas=khwlB869lYgR8m47TNmjFA..""";;;;;;
"IRC36064...,""Staff,";"QA";"Engineer"",""Jersey";"City,";"NJ,";"US"",""0001";5037;"Software";"QA";0;"Shared";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36064&p_spid=404564&oapc=114&oas=O0KHgsJmD7paFF_kvIjVSQ..""";;;;;;;
"IRC36423...,""Financial";"Consultant"",""Alpharetta,";"GA,";"US"",""0014";4032;"Relationship";"Management";"Call";"Centers";0;"0103"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36423&p_spid=415564&oapc=117&oas=xru6okwU7eKIUWYz5p7-kA..""";;;;;;;;
"IRC36445...,""Financial";"Consultant"",""Dallas,";"TX,";"US"",""0013";4024;"E*Trade";"Center";0;"0103"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36445&p_spid=416565&oapc=120&oas=_uviSyVsLr9Mo8KeQLPzJA..""";;;;;;;;;;
"IRC36444...,""Financial";"Consultant"",""Dallas,";"TX,";"US"",""0013";4024;"E*Trade";"Center";0;"0103"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36444&p_spid=416564&oapc=123&oas=EQUayjyLDDIcGL5EbNLikw..""";;;;;;;;;;
"IRC36425...,""Product";"Manager";"–";"E*TRADE";"Community"",""Jersey";"City,";"NJ,";"US"",""0014";4007;"Wealth";"Mgmt";0;"Product";"Mgmt";0;"Retail";"On-line"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36425&p_spid=415566&oapc=126&oas=3v2ZhiJQIYiZC71E5GtsEw..""";;
"IRC32784...,""Senior";"Staff,";"Systems";"Engineering"",""Alpharetta,";"GA,";"US"",""0001";2025;"Enterprise/Cap";"Markets";0;"Tech"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=32784&p_spid=278566&oapc=130&oas=MlwCSXtB2l0zxUZnZGR6gg..""";;;;;;;;
"IRC36344...,""Senior";"Manager,";"Retail";"Cash";"Management"",""Jersey";"City,";"NJ,";"US"",""0014";4012;"Product";"Management";0;"Retail";"On-line"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36344&p_spid=412567&oapc=133&oas=gZ6BWKDOaT_sQeKfv-I9Qg..""";;;;;
"IRC36103...,""Equity";"Compensation";"Associate"",""Alpharetta,";"GA,";"US"",""0040";2354;"Corporate";"Support";0;"Corporate";"Services"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36103&p_spid=403566&oapc=136&oas=Cqi-rjNeS5D22J5GoSV3fQ..""";;;;;;;;
"IRC36266...,""E*TRADE";"Financial";"Consultant,";"King";"of";"Prussia,";"PA";"Branch"",""King";"Of";"Prussia,";"PA,";"US"",""0013";4024;"E*Trade";"Center";0;"0103"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36266&p_spid=410566&oapc=139&oas=GfdEbn0r7maCNjdkqud_uw..""";;
"IRC36223...,""Implementation";"Project";"Manager"",""Alpharetta,";"GA,";"US"",""0040";4012;"Product";"Management";0;"BSG"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36223&p_spid=408563&oapc=142&oas=OQzrrzrMnsz_Dvfpd3VeyQ..""";;;;;;;;;
"IRC36243...,""Senior";"Implementation";"Project";"Manager"",""Alpharetta,";"GA,";"US"",""0040";4012;"Product";"Management";0;"BSG"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=36243&p_spid=409563&oapc=145&oas=py5Nu2lb7uqRj3wqkcd_SA..""";;;;;;;;
"IRC35984...,""Web";"Developer"",""Menlo";"Park,";"CA,";"US"",""0001";5016;"Web";"Development";0;"Tech"","""","""","""","""","""","""",""https://careers.etrade.com/OA_HTML/OA.jsp?page=/oracle/apps/irc/candidateSelfService/webui/VisVacDispPG&OAHP=IRC_EXT_SITE_VISITOR_APPL&OASF=IRC_VIS_VAC_DISPLAY&akRegionApplicationId=821&transactionid=630231457&retainAM=N&addBreadCrumb=RP&p_svid=35984&p_spid=402564&oapc=148&oas=BT8B54VKeCr47PxCgjOmVw..""";;;;;;;;;
